FA/binder,CA/Binder,Binder (kg),% of SiO2,% of CaO,% of Al2O3,liquid/binder ratio,NaOH Molarity,Na2SiO3/  NaOH,Additional Water (%),SP (% of b),Curing temp (0 C),Age,Comp. Strength (Mpa),,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,14.00,38.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,14.00,51.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,14.00,60.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.48,0.00,6.00,25.00,14.00,37.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,10.00,2.48,0.00,6.00,25.00,14.00,52.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,3.00,0.00,6.00,25.00,14.00,30.00,,
1.63,3.05,400.00,48.45,16.74,26.61,0.40,10.00,3.00,0.00,6.00,25.00,14.00,42.00,,
1.61,3.02,400.00,52.52,8.68,30.16,0.35,10.00,2.00,3.00,6.00,25.00,14.00,14.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,14.00,30.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,14.00,43.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,14.00,54.00,,
1.60,3.00,400.00,52.52,8.68,30.16,0.40,10.00,2.02,0.00,6.00,25.00,28.00,20.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.02,0.00,6.00,25.00,28.00,40.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,10.00,2.02,0.00,6.00,25.00,28.00,54.00,,
1.63,3.05,400.00,44.38,24.80,23.07,0.40,10.00,2.02,0.00,6.00,25.00,28.00,61.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,12.00,2.02,0.00,6.00,25.00,28.00,48.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,12.00,2.02,0.00,6.00,25.00,28.00,63.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,14.00,2.02,0.00,6.00,25.00,28.00,53.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,14.00,2.02,0.00,6.00,25.00,28.00,61.00,,
1.61,3.01,400.00,52.52,8.68,30.16,0.35,10.00,2.00,0.00,6.00,25.00,28.00,26.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,28.00,46.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,28.00,59.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,28.00,69.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.48,0.00,6.00,25.00,28.00,46.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,10.00,2.48,0.00,6.00,25.00,28.00,63.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,3.00,0.00,6.00,25.00,28.00,37.00,,
1.63,3.05,400.00,48.45,16.74,26.61,0.40,10.00,3.00,0.00,6.00,25.00,28.00,49.00,,
1.61,3.02,400.00,52.52,8.68,30.16,0.35,10.00,2.00,3.00,6.00,25.00,28.00,17.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,28.00,36.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,28.00,51.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,28.00,63.00,,
2.50,1.67,400.00,39.94,34.26,8.59,0.50,12.00,2.51,22.00,0.00,22.50,7.00,40.80,,
2.50,1.66,400.00,42.66,32.49,8.17,0.50,12.00,2.51,22.00,0.00,22.50,7.00,34.88,,
2.49,1.66,400.00,45.38,30.72,7.74,0.50,12.00,2.51,22.00,0.00,22.50,7.00,25.81,,
2.50,1.67,400.00,39.94,34.26,8.59,0.50,12.00,2.51,22.00,0.00,22.50,28.00,45.78,,
2.50,1.66,400.00,42.66,32.49,8.17,0.50,12.00,2.51,22.00,0.00,22.50,28.00,36.83,,
2.49,1.66,400.00,45.38,30.72,7.74,0.50,12.00,2.51,22.00,0.00,22.50,28.00,33.99,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,0.50,10.00,7.00,29.00,7.00,24.18,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,1.00,10.00,7.00,29.00,7.00,38.13,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,1.50,10.00,7.00,29.00,7.00,38.13,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,2.00,10.00,7.00,29.00,7.00,39.06,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,2.50,10.00,7.00,29.00,7.00,37.20,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,0.50,10.00,7.00,29.00,28.00,26.97,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,1.00,10.00,7.00,29.00,28.00,41.36,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,1.50,10.00,7.00,29.00,28.00,42.30,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,2.00,10.00,7.00,29.00,28.00,40.42,,
2.20,3.44,350.22,43.06,26.16,18.76,0.45,2.00,2.50,10.00,7.00,29.00,28.00,38.13,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,0.50,2.49,14.97,1.50,25.00,7.00,23.25,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,1.00,2.49,14.97,1.50,25.00,7.00,25.11,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,2.00,2.49,14.97,1.50,25.00,7.00,27.90,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,3.00,2.49,14.97,1.50,25.00,7.00,32.55,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,0.50,2.49,14.97,1.50,25.00,7.00,25.11,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,1.00,2.49,14.97,1.50,25.00,7.00,29.76,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,2.00,2.49,14.97,1.50,25.00,7.00,34.41,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,3.00,2.49,14.97,1.50,25.00,7.00,40.42,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,0.50,2.49,14.97,1.50,25.00,7.00,34.41,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,1.00,2.49,14.97,1.50,25.00,7.00,45.12,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,2.00,2.49,14.97,1.50,25.00,7.00,51.70,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,3.00,2.49,14.97,1.50,25.00,7.00,53.58,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,0.50,2.49,14.97,1.50,25.00,28.00,32.55,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,1.00,2.49,14.97,1.50,25.00,28.00,23.25,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,2.00,2.49,14.97,1.50,25.00,28.00,27.90,,
1.88,2.81,394.03,44.11,24.86,18.86,0.40,3.00,2.49,14.97,1.50,25.00,28.00,30.69,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,0.50,2.49,14.97,1.50,25.00,28.00,27.90,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,1.00,2.49,14.97,1.50,25.00,28.00,30.69,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,2.00,2.49,14.97,1.50,25.00,28.00,37.20,,
1.88,2.81,394.03,43.06,26.16,18.76,0.40,3.00,2.49,14.97,1.50,25.00,28.00,41.36,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,0.50,2.49,14.97,1.50,25.00,28.00,36.27,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,1.00,2.49,14.97,1.50,25.00,28.00,46.06,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,2.00,2.49,14.97,1.50,25.00,28.00,54.52,,
1.88,2.81,394.03,42.02,27.46,18.66,0.40,3.00,2.49,14.97,1.50,25.00,28.00,58.28,,
1.86,2.79,387.08,50.44,27.04,14.31,0.55,8.00,2.50,0.00,0.00,25.00,28.00,53.35,,
1.86,2.79,387.08,52.85,25.73,13.70,0.55,8.00,2.50,0.00,0.00,25.00,28.00,55.69,,
1.86,2.79,387.08,55.26,24.42,13.10,0.55,8.00,2.50,0.00,0.00,25.00,28.00,59.21,,
1.86,2.79,387.08,57.67,23.10,12.50,0.55,8.00,2.50,0.00,0.00,25.00,28.00,47.58,,
1.86,2.79,387.08,51.90,26.77,12.65,0.55,8.00,2.50,0.00,0.00,25.00,28.00,52.45,,
1.86,2.79,387.08,54.31,25.46,12.05,0.55,8.00,2.50,0.00,0.00,25.00,28.00,45.28,,
1.86,2.79,387.08,56.72,24.15,11.45,0.55,8.00,2.50,0.00,0.00,25.00,28.00,39.76,,
1.86,2.79,387.08,59.13,22.83,10.85,0.55,8.00,2.50,0.00,0.00,25.00,28.00,35.28,,
1.50,3.00,407.00,58.27,2.89,26.10,0.40,8.00,2.50,0.00,0.00,25.00,3.00,2.21,,
1.50,3.00,407.00,55.76,7.18,24.81,0.40,8.00,2.50,0.00,0.00,25.00,3.00,4.00,,
1.50,3.00,407.00,53.26,11.47,23.52,0.40,8.00,2.50,0.00,0.00,25.00,3.00,5.30,,
1.50,3.00,407.00,50.75,15.75,22.23,0.40,8.00,2.50,0.00,0.00,25.00,3.00,8.90,,
1.50,3.00,407.00,48.24,20.04,20.94,0.40,8.00,2.50,0.00,0.00,25.00,3.00,9.60,,
1.50,3.00,407.00,45.74,24.33,19.65,0.40,8.00,2.50,0.00,0.00,25.00,3.00,11.60,,
1.50,3.00,407.00,43.23,28.62,18.36,0.40,8.00,2.50,0.00,0.00,25.00,3.00,13.40,,
1.50,3.00,407.00,40.72,32.91,17.07,0.40,8.00,2.50,0.00,0.00,25.00,3.00,15.40,,
1.50,3.00,407.00,58.27,2.89,26.10,0.40,8.00,2.50,0.00,0.00,25.00,7.00,7.10,,
1.50,3.00,407.00,55.76,7.18,24.81,0.40,8.00,2.50,0.00,0.00,25.00,7.00,9.70,,
1.50,3.00,407.00,53.26,11.47,23.52,0.40,8.00,2.50,0.00,0.00,25.00,7.00,12.70,,
1.50,3.00,407.00,50.75,15.75,22.23,0.40,8.00,2.50,0.00,0.00,25.00,7.00,15.70,,
1.50,3.00,407.00,48.24,20.04,20.94,0.40,8.00,2.50,0.00,0.00,25.00,7.00,18.10,,
1.50,3.00,407.00,45.74,24.33,19.65,0.40,8.00,2.50,0.00,0.00,25.00,7.00,21.00,,
1.50,3.00,407.00,43.23,28.62,18.36,0.40,8.00,2.50,0.00,0.00,25.00,7.00,24.00,,
1.50,3.00,407.00,40.72,32.91,17.07,0.40,8.00,2.50,0.00,0.00,25.00,7.00,24.70,,
1.50,3.00,407.00,58.27,2.89,26.10,0.40,8.00,2.50,0.00,0.00,25.00,21.00,12.70,,
1.50,3.00,407.00,55.76,7.18,24.81,0.40,8.00,2.50,0.00,0.00,25.00,21.00,13.90,,
1.50,3.00,407.00,53.26,11.47,23.52,0.40,8.00,2.50,0.00,0.00,25.00,21.00,16.00,,
1.50,3.00,407.00,50.75,15.75,22.23,0.40,8.00,2.50,0.00,0.00,25.00,21.00,20.40,,
1.50,3.00,407.00,48.24,20.04,20.94,0.40,8.00,2.50,0.00,0.00,25.00,21.00,23.50,,
1.50,3.00,407.00,45.74,24.33,19.65,0.40,8.00,2.50,0.00,0.00,25.00,21.00,28.10,,
1.50,3.00,407.00,43.23,28.62,18.36,0.40,8.00,2.50,0.00,0.00,25.00,21.00,31.30,,
1.50,3.00,407.00,40.72,32.91,17.07,0.40,8.00,2.50,0.00,0.00,25.00,21.00,33.40,,
1.50,3.00,407.00,58.27,2.89,26.10,0.40,8.00,2.50,0.00,0.00,25.00,28.00,15.70,,
1.50,3.00,407.00,55.76,7.18,24.81,0.40,8.00,2.50,0.00,0.00,25.00,28.00,17.30,,
1.50,3.00,407.00,53.26,11.47,23.52,0.40,8.00,2.50,0.00,0.00,25.00,28.00,22.70,,
1.50,3.00,407.00,50.75,15.75,22.23,0.40,8.00,2.50,0.00,0.00,25.00,28.00,27.80,,
1.50,3.00,407.00,48.24,20.04,20.94,0.40,8.00,2.50,0.00,0.00,25.00,28.00,32.00,,
1.50,3.00,407.00,45.74,24.33,19.65,0.40,8.00,2.50,0.00,0.00,25.00,28.00,34.50,,
1.50,3.00,407.00,43.23,28.62,18.36,0.40,8.00,2.50,0.00,0.00,25.00,28.00,36.60,,
1.50,3.00,407.00,40.72,32.91,17.07,0.40,8.00,2.50,0.00,0.00,25.00,28.00,38.90,,
2.01,2.66,378.00,43.75,7.41,31.56,0.56,4.00,0.50,0.00,0.00,20.00,3.00,2.42,,
2.01,2.65,379.00,41.84,11.49,30.34,0.56,4.00,0.50,0.00,0.00,20.00,3.00,6.27,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,2.23,20.00,3.00,3.74,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,3.00,19.78,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,3.00,4.18,,
2.01,2.65,379.00,37.69,20.39,27.68,0.56,4.00,0.50,0.00,2.24,20.00,3.00,16.39,,
2.01,2.66,378.00,43.75,7.41,31.56,0.56,4.00,0.50,0.00,0.00,20.00,7.00,11.44,,
2.01,2.65,379.00,41.84,11.49,30.34,0.56,4.00,0.50,0.00,0.00,20.00,7.00,14.19,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,2.23,20.00,7.00,11.88,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,7.00,29.87,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,7.00,20.13,,
2.01,2.65,379.00,37.69,20.39,27.68,0.56,4.00,0.50,0.00,2.24,20.00,7.00,29.26,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,6.00,0.50,0.00,0.00,20.00,14.00,38.06,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,6.00,1.00,0.00,0.00,20.00,14.00,30.14,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,0.00,20.00,14.00,32.89,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,1.00,0.00,0.00,20.00,14.00,30.25,,
2.01,2.66,378.00,43.75,7.41,31.56,0.56,4.00,0.50,0.00,0.00,20.00,14.00,14.41,,
2.01,2.65,379.00,41.84,11.49,30.34,0.56,4.00,0.50,0.00,0.00,20.00,14.00,21.89,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,2.23,20.00,14.00,30.36,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,14.00,32.07,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,14.00,27.39,,
2.01,2.65,379.00,37.69,20.39,27.68,0.56,4.00,0.50,0.00,2.24,20.00,14.00,26.51,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,6.00,0.50,0.00,0.00,20.00,28.00,41.14,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,6.00,1.00,0.00,0.00,20.00,28.00,29.26,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,0.00,20.00,28.00,32.89,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,1.00,0.00,0.00,20.00,28.00,33.77,,
2.01,2.66,378.00,43.75,7.41,31.56,0.56,4.00,0.50,0.00,0.00,20.00,28.00,17.05,,
2.01,2.65,379.00,41.84,11.49,30.34,0.56,4.00,0.50,0.00,0.00,20.00,28.00,25.30,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,2.23,20.00,28.00,33.66,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,28.00,42.91,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,28.00,30.58,,
2.01,2.65,379.00,37.69,20.39,27.68,0.56,4.00,0.50,0.00,2.24,20.00,28.00,30.80,,
2.01,2.66,378.00,43.75,7.41,31.56,0.56,4.00,0.50,0.00,0.00,20.00,56.00,20.24,,
2.01,2.65,379.00,41.84,11.49,30.34,0.56,4.00,0.50,0.00,0.00,20.00,56.00,28.05,,
1.99,2.64,381.00,40.23,14.96,29.30,0.56,4.00,0.50,0.00,2.23,20.00,56.00,32.45,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,56.00,45.06,,
2.00,2.64,380.00,38.89,17.81,28.45,0.56,4.00,0.50,0.00,2.24,20.00,56.00,30.03,,
2.01,2.65,379.00,37.69,20.39,27.68,0.56,4.00,0.50,0.00,2.24,20.00,56.00,21.78,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.00,7.00,29.70,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,2.50,0.00,0.00,20.00,7.00,34.10,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,1.50,0.00,0.00,20.00,7.00,27.50,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,1.50,0.00,0.00,20.00,7.00,31.90,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.00,7.00,12.10,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,2.50,2.00,1.50,20.00,7.00,16.50,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,2.50,2.00,1.50,20.00,7.00,24.20,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,1.50,0.00,1.50,20.00,7.00,8.80,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,1.50,2.00,1.50,20.00,7.00,15.40,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,1.50,2.00,1.50,20.00,7.00,27.50,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.00,28.00,44.00,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,2.50,0.00,0.00,20.00,28.00,46.06,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,1.50,0.00,0.00,20.00,28.00,42.14,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,1.50,0.00,0.00,20.00,28.00,52.92,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.00,28.00,27.50,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,2.50,2.00,1.50,20.00,28.00,29.70,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,2.50,2.00,1.50,20.00,28.00,38.50,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,1.50,0.00,1.50,20.00,28.00,29.70,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,1.50,2.00,1.50,20.00,28.00,29.70,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,1.50,2.00,1.50,20.00,28.00,44.10,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.00,56.00,44.10,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,2.50,0.00,0.00,20.00,56.00,49.00,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,1.50,0.00,0.00,20.00,56.00,49.00,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,1.50,0.00,0.00,20.00,56.00,61.74,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.00,56.00,33.00,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,2.50,2.00,1.50,20.00,56.00,38.50,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,2.50,2.00,1.50,20.00,56.00,44.00,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,1.50,0.00,1.50,20.00,56.00,35.20,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,1.50,2.00,1.50,20.00,56.00,38.50,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,1.50,2.00,1.50,20.00,56.00,57.20,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,7.00,2.35,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,7.00,4.70,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,7.00,5.90,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,7.00,9.20,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,7.00,10.10,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,7.00,12.00,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,7.00,13.60,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,7.00,15.60,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,14.00,7.45,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,14.00,10.20,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,14.00,13.70,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,14.00,15.60,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,14.00,18.30,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,14.00,21.20,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,14.00,24.10,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,14.00,24.70,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,21.00,13.20,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,21.00,14.50,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,21.00,16.20,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,21.00,20.50,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,21.00,23.70,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,21.00,28.10,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,21.00,31.40,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,21.00,33.60,,
1.50,3.00,407.00,58.23,2.87,25.08,0.40,8.00,2.00,0.01,0.00,33.50,28.00,16.00,,
1.50,3.00,407.00,55.63,7.05,23.79,0.40,8.00,2.00,0.01,0.00,33.50,28.00,17.60,,
1.50,3.00,407.00,53.03,11.24,22.49,0.40,8.00,2.00,0.01,0.00,33.50,28.00,23.00,,
1.50,3.00,407.00,50.44,15.42,21.20,0.40,8.00,2.00,0.01,0.00,33.50,28.00,28.10,,
1.50,3.00,407.00,47.84,19.61,19.90,0.40,8.00,2.00,0.01,0.00,33.50,28.00,32.00,,
1.50,3.00,407.00,45.24,23.79,18.61,0.40,8.00,2.00,0.01,0.00,33.50,28.00,34.50,,
1.50,3.00,407.00,42.64,27.97,17.32,0.40,8.00,2.00,0.01,0.00,33.50,28.00,36.90,,
1.50,3.00,407.00,40.04,32.16,16.02,0.40,8.00,2.00,0.01,0.00,33.50,28.00,39.00,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,3.00,4.74,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,3.00,8.84,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,3.00,11.72,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,3.00,14.23,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,3.00,16.09,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,3.00,11.25,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,3.00,16.18,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,3.00,22.97,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,3.00,5.67,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,3.00,9.30,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,3.00,15.90,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,3.00,6.23,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,3.00,19.62,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,7.00,11.35,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,7.00,14.69,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,10.00,2.02,0.00,1.00,20.00,7.00,24.92,,
1.63,3.02,400.00,49.12,12.14,23.21,0.40,10.00,2.02,0.00,1.00,20.00,7.00,29.39,,
1.63,3.03,400.00,48.30,13.84,22.56,0.40,10.00,2.02,0.00,1.00,20.00,7.00,34.13,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,12.00,2.02,0.00,1.00,20.00,7.00,20.83,,
1.62,3.01,400.00,49.95,10.44,23.85,0.40,12.00,2.02,0.00,1.00,20.00,7.00,27.62,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,12.00,2.02,0.00,1.00,20.00,7.00,37.67,,
1.63,3.02,400.00,50.77,8.74,24.49,0.35,10.00,1.98,0.00,1.00,20.00,7.00,17.11,,
1.65,3.07,400.00,49.95,10.44,23.85,0.35,10.00,1.98,0.00,1.00,20.00,7.00,24.74,,
1.68,3.12,400.00,49.12,12.14,23.21,0.35,10.00,1.98,0.00,1.00,20.00,7.00,30.88,,
1.59,2.96,400.00,50.77,8.74,24.49,0.40,10.00,1.50,0.00,1.00,20.00,7.00,18.41,,
1.65,3.06,400.00,49.12,12.14,23.21,0.40,10.00,2.48,0.00,1.00,20.00,7.00,31.34,,
1.61,2.99,400.00,51.59,7.05,25.13,0.40,10.00,2.02,0.00,1.00,20.00,14.00,16.55,,
1.62,3.00,400.00,50.77,8.74,24.49,0.40,10.00,2.02,0.00,1.00,20.00,14.00,21.11,,
