FA/binder,CA/Binder,Binder (kg),% of SiO2,% of CaO,% of Al2O3,liquid/binder ratio,NaOH Molarity,Na2SiO3/  NaOH,Additional Water (%),SP (% of b),Curing temp (0 C),Age,Comp. Strength (Mpa),,
1.60,3.15,388.00,59.39,5.97,22.13,0.49,12.00,2.60,3.43,0.00,23.00,28.00,45.87,,
1.63,3.02,400.00,53.71,1.90,27.20,0.40,14.00,2.50,0.00,0.00,20.50,28.00,28.16,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.50,28.00,42.13,,
1.63,3.02,400.00,50.15,8.43,24.96,0.40,14.00,2.50,0.00,0.00,20.50,28.00,45.67,,
1.64,3.05,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.50,28.00,35.75,,
1.64,3.05,400.00,51.34,6.26,25.71,0.35,14.00,2.50,1.50,1.50,20.50,28.00,36.63,,
1.63,3.02,400.00,53.71,1.90,27.20,0.40,14.00,2.50,0.00,0.00,20.50,90.00,36.74,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.50,90.00,44.59,,
1.63,3.02,400.00,50.15,8.43,24.96,0.40,14.00,2.50,0.00,0.00,20.50,90.00,52.23,,
1.64,3.05,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.50,90.00,45.21,,
1.64,3.05,400.00,51.34,6.26,25.71,0.35,14.00,2.50,1.50,1.50,20.50,90.00,42.14,,
2.15,2.15,400.00,32.29,42.45,16.25,0.28,19.00,0.33,39.00,0.00,25.00,7.00,18.43,,
2.11,2.11,400.00,32.29,42.45,16.25,0.38,19.00,1.00,36.00,0.00,25.00,7.00,32.37,,
2.08,2.08,400.00,32.29,42.45,16.25,0.47,19.00,1.76,33.00,0.00,25.00,7.00,45.51,,
2.09,2.09,400.00,34.13,38.47,19.09,0.40,19.00,1.00,35.00,0.00,25.00,7.00,46.40,,
2.04,2.04,400.00,34.13,38.47,19.09,0.52,19.00,1.89,31.00,0.00,25.00,7.00,60.62,,
2.01,2.01,400.00,34.13,38.47,19.09,0.63,19.00,2.94,28.00,0.00,25.00,7.00,47.52,,
2.02,2.02,400.00,35.98,34.50,21.93,0.53,19.00,1.69,31.00,0.00,25.00,7.00,0.00,,
1.98,1.98,400.00,35.98,34.50,21.93,0.65,19.00,2.82,27.00,0.00,25.00,7.00,45.51,,
1.92,1.92,400.00,35.98,34.50,21.93,0.79,19.00,4.27,22.00,0.00,25.00,7.00,45.20,,
2.15,2.15,400.00,32.29,42.45,16.25,0.28,19.00,0.33,39.00,0.00,25.00,28.00,25.14,,
2.11,2.11,400.00,32.29,42.45,16.25,0.38,19.00,1.00,36.00,0.00,25.00,28.00,39.61,,
2.08,2.08,400.00,32.29,42.45,16.25,0.47,19.00,1.76,33.00,0.00,25.00,28.00,63.77,,
2.09,2.09,400.00,34.13,38.47,19.09,0.40,19.00,1.00,35.00,0.00,25.00,28.00,49.76,,
2.04,2.04,400.00,34.13,38.47,19.09,0.52,19.00,1.89,31.00,0.00,25.00,28.00,71.48,,
2.01,2.01,400.00,34.13,38.47,19.09,0.63,19.00,2.94,28.00,0.00,25.00,28.00,70.07,,
2.02,2.02,400.00,35.98,34.50,21.93,0.53,19.00,1.69,31.00,0.00,25.00,28.00,51.32,,
1.98,1.98,400.00,35.98,34.50,21.93,0.65,19.00,2.82,27.00,0.00,25.00,28.00,61.12,,
1.92,1.92,400.00,35.98,34.50,21.93,0.79,19.00,4.27,22.00,0.00,25.00,28.00,57.44,,
1.84,3.43,350.00,51.70,8.84,29.10,0.41,8.00,2.51,10.00,0.00,35.00,3.00,8.13,,
1.84,3.43,350.00,52.83,8.60,28.24,0.41,8.00,2.51,10.00,0.00,35.00,3.00,9.82,,
1.84,3.43,350.00,54.33,8.27,27.09,0.41,8.00,2.51,10.00,0.00,35.00,3.00,9.38,,
1.84,3.43,350.00,51.70,8.84,29.10,0.41,8.00,2.51,10.00,0.00,35.00,7.00,15.68,,
1.84,3.43,350.00,52.83,8.60,28.24,0.41,8.00,2.51,10.00,0.00,35.00,7.00,13.35,,
1.84,3.43,350.00,54.33,8.27,27.09,0.41,8.00,2.51,10.00,0.00,35.00,7.00,12.21,,
1.84,3.43,350.00,51.70,8.84,29.10,0.41,8.00,2.51,10.00,0.00,35.00,28.00,21.77,,
1.84,3.43,350.00,52.83,8.60,28.24,0.41,8.00,2.51,10.00,0.00,35.00,28.00,19.75,,
1.84,3.43,350.00,54.33,8.27,27.09,0.41,8.00,2.51,10.00,0.00,35.00,28.00,18.67,,
1.84,3.43,350.00,51.70,8.84,29.10,0.41,8.00,2.51,10.00,0.00,35.00,56.00,23.90,,
1.84,3.43,350.00,52.83,8.60,28.24,0.41,8.00,2.51,10.00,0.00,35.00,56.00,21.02,,
1.84,3.43,350.00,54.33,8.27,27.09,0.41,8.00,2.51,10.00,0.00,35.00,56.00,18.67,,
1.82,2.80,397.00,43.32,10.49,20.27,0.43,10.00,1.21,11.84,0.00,20.00,1.00,6.56,,
1.87,2.88,386.00,43.31,10.51,20.27,0.43,10.00,1.21,14.25,0.00,20.00,1.00,4.97,,
1.92,2.95,376.00,43.31,10.51,20.27,0.43,10.00,1.22,16.49,0.00,20.00,1.00,5.24,,
1.96,3.03,367.00,43.32,10.49,20.27,0.43,10.00,1.21,18.80,0.00,20.00,1.00,3.35,,
2.04,3.15,364.00,43.29,10.56,20.26,0.43,10.00,1.21,14.01,0.00,20.00,1.00,6.05,,
2.10,3.23,354.00,43.29,10.56,20.26,0.43,10.00,1.22,16.38,0.00,20.00,1.00,4.21,,
2.15,3.32,345.00,43.30,10.54,20.26,0.43,10.00,1.21,18.55,0.00,20.00,1.00,3.99,,
2.09,3.21,361.00,43.31,10.51,20.27,0.43,10.00,1.21,11.91,0.00,20.00,1.00,6.06,,
2.15,3.30,351.00,43.31,10.51,20.27,0.43,10.00,1.22,14.25,0.00,20.00,1.00,5.55,,
2.20,3.39,342.00,43.32,10.49,20.28,0.43,10.00,1.23,16.37,0.00,20.00,1.00,4.55,,
2.25,3.47,334.00,43.29,10.56,20.26,0.43,10.00,1.23,18.56,0.00,20.00,1.00,3.53,,
1.82,2.80,397.00,43.32,10.49,20.27,0.43,10.00,1.21,11.84,0.00,20.00,7.00,21.78,,
1.87,2.88,386.00,43.31,10.51,20.27,0.43,10.00,1.21,14.25,0.00,20.00,7.00,21.53,,
1.92,2.95,376.00,43.31,10.51,20.27,0.43,10.00,1.22,16.49,0.00,20.00,7.00,19.64,,
1.96,3.03,367.00,43.32,10.49,20.27,0.43,10.00,1.21,18.80,0.00,20.00,7.00,16.55,,
2.04,3.15,364.00,43.29,10.56,20.26,0.43,10.00,1.21,14.01,0.00,20.00,7.00,22.61,,
2.10,3.23,354.00,43.29,10.56,20.26,0.43,10.00,1.22,16.38,0.00,20.00,7.00,19.77,,
2.15,3.32,345.00,43.30,10.54,20.26,0.43,10.00,1.21,18.55,0.00,20.00,7.00,16.48,,
2.09,3.21,361.00,43.31,10.51,20.27,0.43,10.00,1.21,11.91,0.00,20.00,7.00,20.64,,
2.15,3.30,351.00,43.31,10.51,20.27,0.43,10.00,1.22,14.25,0.00,20.00,7.00,20.93,,
2.20,3.39,342.00,43.32,10.49,20.28,0.43,10.00,1.23,16.37,0.00,20.00,7.00,20.35,,
2.25,3.47,334.00,43.29,10.56,20.26,0.43,10.00,1.23,18.56,0.00,20.00,7.00,16.67,,
1.82,2.80,397.00,43.32,10.49,20.27,0.43,10.00,1.21,11.84,0.00,20.00,28.00,35.81,,
1.87,2.88,386.00,43.31,10.51,20.27,0.43,10.00,1.21,14.25,0.00,20.00,28.00,34.89,,
1.92,2.95,376.00,43.31,10.51,20.27,0.43,10.00,1.22,16.49,0.00,20.00,28.00,34.42,,
1.96,3.03,367.00,43.32,10.49,20.27,0.43,10.00,1.21,18.80,0.00,20.00,28.00,28.35,,
2.04,3.15,364.00,43.29,10.56,20.26,0.43,10.00,1.21,14.01,0.00,20.00,28.00,38.17,,
2.10,3.23,354.00,43.29,10.56,20.26,0.43,10.00,1.22,16.38,0.00,20.00,28.00,32.96,,
2.15,3.32,345.00,43.30,10.54,20.26,0.43,10.00,1.21,18.55,0.00,20.00,28.00,27.83,,
2.09,3.21,361.00,43.31,10.51,20.27,0.43,10.00,1.21,11.91,0.00,20.00,28.00,34.56,,
2.15,3.30,351.00,43.31,10.51,20.27,0.43,10.00,1.22,14.25,0.00,20.00,28.00,35.42,,
2.20,3.39,342.00,43.32,10.49,20.28,0.43,10.00,1.23,16.37,0.00,20.00,28.00,31.82,,
2.25,3.47,334.00,43.29,10.56,20.26,0.43,10.00,1.23,18.56,0.00,20.00,28.00,30.23,,
1.81,2.79,398.00,39.83,18.81,18.01,0.43,10.00,1.22,13.07,0.00,20.00,1.00,11.83,,
1.88,2.90,383.00,39.83,18.81,18.01,0.43,10.00,1.22,16.45,0.00,20.00,1.00,7.50,,
1.91,2.94,378.00,39.83,18.81,18.01,0.43,10.00,1.22,17.46,0.00,20.00,1.00,8.30,,
1.99,3.06,363.00,39.83,18.81,18.01,0.43,10.00,1.23,20.94,0.00,20.00,1.00,11.09,,
2.03,3.14,365.00,39.82,18.83,18.00,0.43,10.00,1.23,15.34,0.00,20.00,1.00,9.83,,
2.06,3.18,360.00,39.82,18.83,18.00,0.43,10.00,1.23,16.39,0.00,20.00,1.00,8.66,,
2.09,3.23,355.00,39.82,18.83,18.00,0.43,10.00,1.22,17.46,0.00,20.00,1.00,9.02,,
2.16,3.33,348.00,39.83,18.81,18.01,0.43,10.00,1.22,16.38,0.00,20.00,1.00,11.65,,
2.22,3.42,339.00,39.80,18.88,17.99,0.43,10.00,1.23,18.58,0.00,20.00,1.00,8.56,,
2.28,3.52,330.00,39.82,18.83,18.00,0.43,10.00,1.22,20.91,0.00,20.00,1.00,1.18,,
1.81,2.79,398.00,39.83,18.81,18.01,0.43,10.00,1.22,13.07,0.00,20.00,7.00,37.55,,
1.88,2.90,383.00,39.83,18.81,18.01,0.43,10.00,1.22,16.45,0.00,20.00,7.00,34.54,,
1.91,2.94,378.00,39.83,18.81,18.01,0.43,10.00,1.22,17.46,0.00,20.00,7.00,35.79,,
1.99,3.06,363.00,39.83,18.81,18.01,0.43,10.00,1.23,20.94,0.00,20.00,7.00,30.94,,
2.03,3.14,365.00,39.82,18.83,18.00,0.43,10.00,1.23,15.34,0.00,20.00,7.00,38.21,,
2.06,3.18,360.00,39.82,18.83,18.00,0.43,10.00,1.23,16.39,0.00,20.00,7.00,38.79,,
2.09,3.23,355.00,39.82,18.83,18.00,0.43,10.00,1.22,17.46,0.00,20.00,7.00,34.87,,
2.16,3.33,348.00,39.83,18.81,18.01,0.43,10.00,1.22,16.38,0.00,20.00,7.00,36.95,,
2.22,3.42,339.00,39.80,18.88,17.99,0.43,10.00,1.23,18.58,0.00,20.00,7.00,34.51,,
2.28,3.52,330.00,39.82,18.83,18.00,0.43,10.00,1.22,20.91,0.00,20.00,7.00,20.65,,
1.81,2.79,398.00,39.83,18.81,18.01,0.43,10.00,1.22,13.07,0.00,20.00,28.00,56.75,,
1.88,2.90,383.00,39.83,18.81,18.01,0.43,10.00,1.22,16.45,0.00,20.00,28.00,54.89,,
1.91,2.94,378.00,39.83,18.81,18.01,0.43,10.00,1.22,17.46,0.00,20.00,28.00,56.97,,
1.99,3.06,363.00,39.83,18.81,18.01,0.43,10.00,1.23,20.94,0.00,20.00,28.00,47.84,,
2.03,3.14,365.00,39.82,18.83,18.00,0.43,10.00,1.23,15.34,0.00,20.00,28.00,54.51,,
2.06,3.18,360.00,39.82,18.83,18.00,0.43,10.00,1.23,16.39,0.00,20.00,28.00,52.30,,
2.09,3.23,355.00,39.82,18.83,18.00,0.43,10.00,1.22,17.46,0.00,20.00,28.00,52.67,,
2.16,3.33,348.00,39.83,18.81,18.01,0.43,10.00,1.22,16.38,0.00,20.00,28.00,52.85,,
2.22,3.42,339.00,39.80,18.88,17.99,0.43,10.00,1.23,18.58,0.00,20.00,28.00,51.80,,
2.28,3.52,330.00,39.82,18.83,18.00,0.43,10.00,1.22,20.91,0.00,20.00,28.00,33.03,,
1.91,2.95,377.00,34.60,31.29,14.61,0.43,10.00,1.22,19.89,0.00,20.00,1.00,28.95,,
2.01,3.09,359.00,34.61,31.24,14.63,0.43,10.00,1.22,24.23,0.00,20.00,1.00,19.30,,
2.06,3.17,350.00,34.60,31.28,14.62,0.43,10.00,1.21,26.57,0.00,20.00,1.00,26.53,,
2.10,3.23,354.00,34.59,31.30,14.61,0.43,10.00,1.22,19.77,0.00,20.00,1.00,30.00,,
2.20,3.40,337.00,34.59,31.29,14.61,0.43,10.00,1.22,24.33,0.00,20.00,1.00,17.74,,
2.26,3.48,329.00,34.62,31.24,14.63,0.43,10.00,1.22,26.44,0.00,20.00,1.00,25.80,,
2.20,3.38,343.00,34.61,31.26,14.62,0.43,10.00,1.23,19.83,0.00,20.00,1.00,32.10,,
2.31,3.56,326.00,34.61,31.25,14.62,0.43,10.00,1.22,24.23,0.00,20.00,1.00,20.42,,
2.37,3.65,318.00,34.58,31.33,14.60,0.43,10.00,1.23,26.73,0.00,20.00,1.00,13.38,,
1.91,2.95,377.00,34.60,31.29,14.61,0.43,10.00,1.22,19.89,0.00,20.00,7.00,59.18,,
2.01,3.09,359.00,34.61,31.24,14.63,0.43,10.00,1.22,24.23,0.00,20.00,7.00,54.68,,
2.06,3.17,350.00,34.60,31.28,14.62,0.43,10.00,1.21,26.57,0.00,20.00,7.00,49.21,,
2.10,3.23,354.00,34.59,31.30,14.61,0.43,10.00,1.22,19.77,0.00,20.00,7.00,54.34,,
2.20,3.40,337.00,34.59,31.29,14.61,0.43,10.00,1.22,24.33,0.00,20.00,7.00,52.22,,
2.26,3.48,329.00,34.62,31.24,14.63,0.43,10.00,1.22,26.44,0.00,20.00,7.00,51.87,,
2.20,3.38,343.00,34.61,31.26,14.62,0.43,10.00,1.23,19.83,0.00,20.00,7.00,55.61,,
2.31,3.56,326.00,34.61,31.25,14.62,0.43,10.00,1.22,24.23,0.00,20.00,7.00,53.31,,
2.37,3.65,318.00,34.58,31.33,14.60,0.43,10.00,1.23,26.73,0.00,20.00,7.00,48.27,,
1.91,2.95,377.00,34.60,31.29,14.61,0.43,10.00,1.22,19.89,0.00,20.00,28.00,72.41,,
2.01,3.09,359.00,34.61,31.24,14.63,0.43,10.00,1.22,24.23,0.00,20.00,28.00,66.80,,
2.06,3.17,350.00,34.60,31.28,14.62,0.43,10.00,1.21,26.57,0.00,20.00,28.00,61.18,,
2.10,3.23,354.00,34.59,31.30,14.61,0.43,10.00,1.22,19.77,0.00,20.00,28.00,67.52,,
2.20,3.40,337.00,34.59,31.29,14.61,0.43,10.00,1.22,24.33,0.00,20.00,28.00,65.33,,
2.26,3.48,329.00,34.62,31.24,14.63,0.43,10.00,1.22,26.44,0.00,20.00,28.00,65.25,,
2.20,3.38,343.00,34.61,31.26,14.62,0.43,10.00,1.23,19.83,0.00,20.00,28.00,68.77,,
2.31,3.56,326.00,34.61,31.25,14.62,0.43,10.00,1.22,24.23,0.00,20.00,28.00,64.24,,
2.37,3.65,318.00,34.58,31.33,14.60,0.43,10.00,1.23,26.73,0.00,20.00,28.00,58.99,,
1.64,3.05,394.00,31.25,33.75,14.06,0.40,8.00,2.51,14.97,1.52,25.00,3.00,44.67,,
1.64,3.05,394.00,37.46,30.46,12.72,0.40,8.00,2.51,14.97,1.52,25.00,3.00,42.38,,
1.64,3.05,394.00,43.82,27.09,11.35,0.40,8.00,2.51,14.97,1.52,25.00,3.00,12.89,,
1.64,3.05,394.00,50.03,23.81,10.02,0.40,8.00,2.51,14.97,1.52,25.00,3.00,9.41,,
1.64,3.05,394.00,31.25,33.75,14.06,0.40,8.00,2.51,14.97,1.52,25.00,7.00,47.16,,
1.64,3.05,394.00,37.46,30.46,12.72,0.40,8.00,2.51,14.97,1.52,25.00,7.00,44.25,,
1.64,3.05,394.00,43.82,27.09,11.35,0.40,8.00,2.51,14.97,1.52,25.00,7.00,14.73,,
1.64,3.05,394.00,50.03,23.81,10.02,0.40,8.00,2.51,14.97,1.52,25.00,7.00,11.33,,
1.64,3.05,394.00,31.25,33.75,14.06,0.40,8.00,2.51,14.97,1.52,25.00,28.00,52.79,,
1.64,3.05,394.00,37.46,30.46,12.72,0.40,8.00,2.51,14.97,1.52,25.00,28.00,48.44,,
1.64,3.05,394.00,43.82,27.09,11.35,0.40,8.00,2.51,14.97,1.52,25.00,28.00,18.67,,
1.64,3.05,394.00,50.03,23.81,10.02,0.40,8.00,2.51,14.97,1.52,25.00,28.00,15.11,,
1.35,3.16,409.00,48.11,17.74,22.12,0.35,10.00,2.49,13.45,0.00,25.00,7.00,40.00,,
1.35,3.16,409.00,39.34,26.13,19.17,0.35,10.00,2.49,13.45,0.00,25.00,7.00,44.40,,
1.35,3.16,409.00,30.61,34.48,16.24,0.35,10.00,2.49,13.45,0.00,25.00,7.00,52.40,,
1.35,3.16,409.00,48.11,17.74,22.12,0.35,10.00,2.49,13.45,0.00,25.00,14.00,46.50,,
1.35,3.16,409.00,39.34,26.13,19.17,0.35,10.00,2.49,13.45,0.00,25.00,14.00,48.20,,
1.35,3.16,409.00,30.61,34.48,16.24,0.35,10.00,2.49,13.45,0.00,25.00,14.00,56.20,,
1.35,3.16,409.00,48.11,17.74,22.12,0.35,10.00,2.49,13.45,0.00,25.00,28.00,53.50,,
1.35,3.16,409.00,39.34,26.13,19.17,0.35,10.00,2.49,13.45,0.00,25.00,28.00,55.50,,
1.35,3.16,409.00,30.61,34.48,16.24,0.35,10.00,2.49,13.45,0.00,25.00,28.00,58.60,,
1.35,3.16,409.00,48.11,17.74,22.12,0.35,10.00,2.49,13.45,0.00,25.00,56.00,63.00,,
1.35,3.16,409.00,39.34,26.13,19.17,0.35,10.00,2.49,13.45,0.00,25.00,56.00,74.00,,
1.35,3.16,409.00,30.61,34.48,16.24,0.35,10.00,2.49,13.45,0.00,25.00,56.00,83.00,,
1.38,3.23,395.00,51.83,16.09,20.97,0.46,8.00,2.48,0.00,2.00,30.00,3.00,18.53,,
1.38,3.23,395.00,51.83,16.09,20.97,0.46,8.00,2.48,0.00,2.00,30.00,7.00,24.49,,
1.38,3.23,395.00,51.83,16.09,20.97,0.46,8.00,2.48,0.00,2.00,30.00,28.00,28.36,,
2.21,2.15,404.00,45.32,21.31,19.69,0.40,14.00,2.50,13.96,0.00,20.00,1.00,33.52,,
2.21,2.15,404.00,45.32,21.31,19.69,0.40,14.00,2.50,13.96,0.00,20.00,3.00,43.18,,
2.21,2.15,404.00,45.32,21.31,19.69,0.40,14.00,2.50,13.96,0.00,20.00,7.00,45.39,,
2.21,2.15,404.00,45.32,21.31,19.69,0.40,14.00,2.50,13.96,0.00,20.00,14.00,50.05,,
2.21,2.15,404.00,45.32,21.31,19.69,0.40,14.00,2.50,13.96,0.00,20.00,28.00,57.58,,
2.14,3.03,360.00,51.34,6.26,25.71,0.45,8.00,1.50,0.00,0.00,25.00,7.00,28.90,,
2.14,3.03,360.00,48.96,10.61,24.21,0.45,8.00,1.50,0.00,0.00,25.00,7.00,32.53,,
2.14,3.03,360.00,46.59,14.97,22.72,0.45,8.00,1.50,0.00,0.00,25.00,7.00,34.50,,
2.14,3.03,360.00,51.34,6.26,25.71,0.45,8.00,1.50,0.00,0.00,25.00,28.00,36.80,,
2.14,3.03,360.00,48.96,10.61,24.21,0.45,8.00,1.50,0.00,0.00,25.00,28.00,38.80,,
2.14,3.03,360.00,46.59,14.97,22.72,0.45,8.00,1.50,0.00,0.00,25.00,28.00,43.10,,
2.14,3.03,360.00,51.34,6.26,25.71,0.45,8.00,2.50,0.00,0.00,25.00,7.00,27.93,,
2.14,3.03,360.00,48.96,10.61,24.21,0.45,8.00,2.50,0.00,0.00,25.00,7.00,30.87,,
2.14,3.03,360.00,46.59,14.97,22.72,0.45,8.00,2.50,0.00,0.00,25.00,7.00,33.83,,
2.14,3.03,360.00,51.34,6.26,25.71,0.45,8.00,2.50,0.00,0.00,25.00,28.00,34.83,,
2.14,3.03,360.00,48.96,10.61,24.21,0.45,8.00,2.50,0.00,0.00,25.00,28.00,35.80,,
2.14,3.03,360.00,46.59,14.97,22.72,0.45,8.00,2.50,0.00,0.00,25.00,28.00,41.10,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,0.50,5.86,0.00,25.00,3.00,4.09,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.00,5.86,0.00,25.00,3.00,10.70,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.50,5.86,0.00,25.00,3.00,15.11,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.00,5.86,0.00,25.00,3.00,20.72,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.50,5.86,0.00,25.00,3.00,23.68,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,0.50,5.86,0.00,25.00,7.00,8.25,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.00,5.86,0.00,25.00,7.00,18.45,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.50,5.86,0.00,25.00,7.00,27.08,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.00,5.86,0.00,25.00,7.00,28.22,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.50,5.86,0.00,25.00,7.00,28.22,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,0.50,5.86,0.00,25.00,14.00,18.90,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.00,5.86,0.00,25.00,14.00,25.26,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.50,5.86,0.00,25.00,14.00,27.39,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.00,5.86,0.00,25.00,14.00,28.28,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.50,5.86,0.00,25.00,14.00,28.28,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,0.50,5.86,0.00,25.00,21.00,28.40,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.00,5.86,0.00,25.00,21.00,28.40,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.50,5.86,0.00,25.00,21.00,28.40,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.00,5.86,0.00,25.00,21.00,28.40,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.50,5.86,0.00,25.00,21.00,28.40,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,0.50,5.86,0.00,25.00,28.00,30.36,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.00,5.86,0.00,25.00,28.00,30.42,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,1.50,5.86,0.00,25.00,28.00,38.16,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.00,5.86,0.00,25.00,28.00,39.36,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,8.00,2.50,5.86,0.00,25.00,28.00,42.52,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,0.50,5.86,0.00,25.00,3.00,1.75,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.00,5.86,0.00,25.00,3.00,5.02,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.50,5.86,0.00,25.00,3.00,18.63,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.00,5.86,0.00,25.00,3.00,27.08,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.50,5.86,0.00,25.00,3.00,23.20,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,0.50,5.86,0.00,25.00,7.00,4.10,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.00,5.86,0.00,25.00,7.00,6.16,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.50,5.86,0.00,25.00,7.00,18.87,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.00,5.86,0.00,25.00,7.00,28.30,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.50,5.86,0.00,25.00,7.00,28.30,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,0.50,5.86,0.00,25.00,14.00,4.87,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.00,5.86,0.00,25.00,14.00,7.91,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.50,5.86,0.00,25.00,14.00,28.15,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.00,5.86,0.00,25.00,14.00,28.30,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.50,5.86,0.00,25.00,14.00,28.30,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,0.50,5.86,0.00,25.00,21.00,6.39,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.00,5.86,0.00,25.00,21.00,15.14,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.50,5.86,0.00,25.00,21.00,31.42,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.00,5.86,0.00,25.00,21.00,31.72,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.50,5.86,0.00,25.00,21.00,42.22,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,0.50,5.86,0.00,25.00,28.00,7.38,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.00,5.86,0.00,25.00,28.00,16.36,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,1.50,5.86,0.00,25.00,28.00,32.93,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.00,5.86,0.00,25.00,28.00,42.90,,
1.35,2.70,444.00,69.87,1.20,19.39,0.35,10.00,2.50,5.86,0.00,25.00,28.00,43.78,,
1.44,2.68,410.00,51.51,7.53,20.47,0.50,12.00,2.50,12.20,0.00,25.00,28.00,9.21,,
1.44,2.68,410.00,49.62,11.46,19.33,0.50,12.00,2.50,12.20,0.00,25.00,28.00,16.27,,
1.44,2.68,410.00,47.72,15.38,18.20,0.50,12.00,2.50,12.20,0.00,25.00,28.00,25.90,,
1.44,2.68,410.00,45.83,19.31,17.06,0.50,12.00,2.50,12.20,0.00,25.00,28.00,33.43,,
1.44,2.68,410.00,43.94,23.23,15.93,0.50,12.00,2.50,12.20,0.00,25.00,28.00,37.16,,
1.41,3.28,394.28,57.41,2.81,14.72,0.40,10.00,2.50,16.00,2.40,25.00,7.00,13.21,,
1.41,3.28,394.28,60.30,2.92,13.66,0.40,10.00,2.50,14.00,2.10,25.00,7.00,7.91,,
1.41,3.28,394.29,63.19,3.03,12.61,0.40,10.00,2.50,12.00,1.80,25.00,7.00,2.88,,
1.41,3.28,394.28,55.93,5.34,15.26,0.40,10.00,2.50,14.00,2.10,25.00,7.00,15.07,,
1.41,3.28,394.29,58.82,5.44,14.20,0.40,10.00,2.50,12.00,1.80,25.00,7.00,5.77,,
1.41,3.28,394.28,61.71,5.55,13.15,0.40,10.00,2.50,10.00,1.50,25.00,7.00,4.37,,
1.41,3.28,394.28,54.46,7.86,15.80,0.40,10.00,2.50,12.00,1.80,25.00,7.00,14.69,,
1.41,3.28,394.28,57.35,7.97,14.74,0.40,10.00,2.50,10.00,1.50,25.00,7.00,10.14,,
1.41,3.28,394.27,60.23,8.08,13.69,0.40,10.00,2.50,8.00,1.20,25.00,7.00,6.63,,
